# N Sco 2012
# 2012-06-25T01:28:12.300
# 
#     Wavelength       Flux    Uncertainty       Counts  Uncertainty
# 
       3970.3024  7.15585e-14  1.40896e-15      2647.97      52.1374
       3971.7794  7.68285e-14  1.46212e-15      2850.95      54.2565
       3973.2564  8.25008e-14  1.51222e-15      3070.09      56.2739
       3974.7334  8.78187e-14  1.54891e-15      3277.24      57.8027
       3976.2103  8.68118e-14  1.54435e-15      3248.70      57.7933
       3977.6873  8.45272e-14  1.52303e-15      3171.89      57.1516
       3979.1643  7.57564e-14  1.44354e-15      2850.54      54.3170
       3980.6413  7.30375e-14  1.41138e-15      2755.75      53.2523
       3982.1183  6.63994e-14  1.34924e-15      2512.03      51.0445
       3983.5952  6.25188e-14  1.30502e-15      2371.74      49.5079
       3985.0722  5.90234e-14  1.26730e-15      2245.07      48.2042
       3986.5492  5.34407e-14  1.21548e-15      2038.19      46.3575
       3988.0262  5.06590e-14  1.17955e-15      1937.30      45.1082
       3989.5032  4.63388e-14  1.12262e-15      1777.11      43.0530
       3990.9801  4.36481e-14  1.09839e-15      1678.90      42.2491
       3992.4571  4.25637e-14  1.07780e-15      1642.28      41.5857
       3993.9341  4.09766e-14  1.06148e-15      1585.87      41.0812
       3995.4111  4.25478e-14  1.07278e-15      1651.23      41.6333
       3996.8881  4.07668e-14  1.04839e-15      1586.26      40.7933
       3998.3650  4.06460e-14  1.04750e-15      1585.66      40.8643
       3999.8420  3.88278e-14  1.03153e-15      1518.71      40.3472
       4001.3190  3.89635e-14  1.03180e-15      1528.15      40.4673
       4002.7960  4.07811e-14  1.05269e-15      1603.82      41.3997
       4004.2730  4.23207e-14  1.06042e-15      1669.02      41.8201
       4005.7499  4.27383e-14  1.06432e-15      1690.22      42.0919
       4007.2269  4.23800e-14  1.06729e-15      1680.87      42.3307
       4008.7039  4.12519e-14  1.04168e-15      1640.99      41.4379
       4010.1809  3.96842e-14  1.02331e-15      1583.49      40.8323
       4011.6579  3.87932e-14  1.01056e-15      1552.72      40.4484
       4013.1348  3.98154e-14  1.03145e-15      1598.50      41.4106
       4014.6118  4.15864e-14  1.04846e-15      1674.58      42.2188
       4016.0888  4.24055e-14  1.05612e-15      1712.63      42.6538
       4017.5658  4.44386e-14  1.07246e-15      1800.10      43.4428
       4019.0428  4.52581e-14  1.07991e-15      1838.82      43.8764
       4020.5197  4.67683e-14  1.09913e-15      1905.54      44.7831
       4021.9967  4.66529e-14  1.10142e-15      1905.90      44.9960
       4023.4737  4.59258e-14  1.08847e-15      1881.88      44.6017
       4024.9507  4.67669e-14  1.09449e-15      1922.74      44.9982
       4026.4277  4.66409e-14  1.09132e-15      1924.05      45.0193
       4027.9046  4.74400e-14  1.09552e-15      1963.59      45.3449
       4029.3816  4.61956e-14  1.08621e-15      1918.34      45.1065
       4030.8586  4.38926e-14  1.05371e-15      1828.42      43.8941
       4032.3356  4.10423e-14  1.02022e-15      1714.74      42.6247
       4033.8126  3.65555e-14  9.65269e-16      1531.79      40.4478
       4035.2895  3.24113e-14  9.18510e-16      1362.24      38.6050
       4036.7665  3.47676e-14  9.43250e-16      1465.72      39.7652
       4038.2435  3.50970e-14  9.44745e-16      1484.02      39.9471
       4039.7205  3.45878e-14  9.30621e-16      1466.57      39.4596
       4041.1975  3.49870e-14  9.37492e-16      1487.57      39.8602
       4042.6745  3.70858e-14  9.61574e-16      1581.07      40.9947
       4044.1514  3.61417e-14  9.50142e-16      1545.12      40.6202
       4045.6284  3.67609e-14  9.58783e-16      1575.93      41.1027
       4047.1054  3.68537e-14  9.56708e-16      1584.34      41.1289
       4048.5824  3.68389e-14  9.53575e-16      1588.08      41.1074
       4050.0594  3.58199e-14  9.42445e-16      1548.32      40.7372
       4051.5363  3.76716e-14  9.61386e-16      1632.70      41.6668
       4053.0133  3.87838e-14  9.67151e-16      1685.52      42.0317
       4054.4903  4.08128e-14  9.89696e-16      1777.86      43.1124
       4055.9673  4.05794e-14  9.84819e-16      1771.23      42.9858
       4057.4443  4.17467e-14  1.00635e-15      1825.72      44.0110
       4058.9212  4.12670e-14  9.92985e-16      1808.28      43.5116
       4060.3982  3.94166e-14  9.73090e-16      1730.75      42.7276
       4061.8752  3.92525e-14  9.69893e-16      1727.36      42.6814
       4063.3522  3.63834e-14  9.36689e-16      1604.84      41.3165
       4064.8292  3.42376e-14  9.08481e-16      1513.53      40.1608
       4066.3061  3.19986e-14  8.77400e-16      1417.46      38.8665
       4067.7831  3.13049e-14  8.65375e-16      1389.58      38.4129
       4069.2601  3.10564e-14  8.62207e-16      1381.45      38.3526
       4070.7371  3.19139e-14  8.76817e-16      1422.64      39.0863
       4072.2141  3.37945e-14  8.99752e-16      1509.62      40.1924
       4073.6910  3.51321e-14  9.14467e-16      1572.65      40.9351
       4075.1680  3.51392e-14  9.12858e-16      1576.12      40.9450
       4076.6450  3.42525e-14  9.01880e-16      1539.59      40.5381
       4078.1220  3.43032e-14  9.05080e-16      1545.18      40.7691
       4079.5990  3.45047e-14  9.04755e-16      1557.67      40.8440
       4081.0759  3.43022e-14  9.00848e-16      1552.11      40.7618
       4082.5529  3.29582e-14  8.81110e-16      1494.98      39.9671
       4084.0299  3.00714e-14  8.42502e-16      1367.48      38.3121
       4085.5069  2.93739e-14  8.32259e-16      1339.14      37.9423
       4086.9839  3.07329e-14  8.49181e-16      1404.73      38.8141
       4088.4608  3.32193e-14  8.77753e-16      1522.43      40.2273
       4089.9378  3.94866e-14  9.54903e-16      1814.54      43.8810
       4091.4148  4.83345e-14  1.05080e-15      2226.90      48.4131
       4092.8918  5.34807e-14  1.09730e-15      2470.03      50.6794
       4094.3688  5.33146e-14  1.09480e-15      2468.33      50.6865
       4095.8457  5.39816e-14  1.10144e-15      2505.41      51.1203
       4097.3227  5.64603e-14  1.11960e-15      2626.97      52.0925
       4098.7997  5.81820e-14  1.13550e-15      2713.78      52.9633
       4100.2767  5.99499e-14  1.15374e-15      2803.10      53.9459
       4101.7537  6.21846e-14  1.17110e-15      2914.81      54.8935
       4103.2306  6.36748e-14  1.18322e-15      2992.07      55.5994
       4104.7076  6.54512e-14  1.19959e-15      3083.15      56.5080
       4106.1846  6.86264e-14  1.22714e-15      3241.10      57.9555
       4107.6616  7.21521e-14  1.25254e-15      3416.12      59.3028
       4109.1386  7.20498e-14  1.24973e-15      3419.48      59.3122
       4110.6155  6.85862e-14  1.22069e-15      3262.67      58.0684
       4112.0925  6.65797e-14  1.19949e-15      3174.22      57.1862
       4113.5695  6.32448e-14  1.16843e-15      3022.01      55.8308
       4115.0465  5.94633e-14  1.13756e-15      2847.79      54.4797
       4116.5235  5.81786e-14  1.12318e-15      2792.41      53.9097
       4118.0004  5.96778e-14  1.13262e-15      2870.36      54.4764
       4119.4774  5.98593e-14  1.13478e-15      2884.77      54.6876
       4120.9544  5.77825e-14  1.11702e-15      2789.94      53.9338
       4122.4314  5.81649e-14  1.11984e-15      2813.67      54.1714
       4123.9084  5.93200e-14  1.12877e-15      2874.88      54.7046
       4125.3854  5.85436e-14  1.12071e-15      2842.21      54.4092
       4126.8623  5.81685e-14  1.11409e-15      2828.69      54.1775
       4128.3393  5.69210e-14  1.10431e-15      2772.59      53.7902
       4129.8163  5.34473e-14  1.07167e-15      2607.67      52.2863
       4131.2933  5.08493e-14  1.04411e-15      2484.97      51.0251
       4132.7703  4.89868e-14  1.02324e-15      2397.72      50.0839
       4134.2472  4.75036e-14  1.00848e-15      2328.77      49.4386
       4135.7242  4.54244e-14  9.89417e-16      2230.32      48.5799
       4137.2012  4.26889e-14  9.56979e-16      2099.02      47.0547
       4138.6782  4.08630e-14  9.35914e-16      2012.09      46.0844
       4140.1552  4.00847e-14  9.25020e-16      1977.34      45.6302
       4141.6321  3.83469e-14  9.03045e-16      1895.37      44.6348
       4143.1091  3.67441e-14  8.84071e-16      1819.79      43.7845
       4144.5861  3.58607e-14  8.73013e-16      1779.28      43.3156
       4146.0631  3.37098e-14  8.52264e-16      1675.34      42.3564
