# N Sco 2012
# 2012-07-15T 0:56:35.2
# 
#     Wavelength       Flux    Uncertainty       Counts  Uncertainty
# 
       5985.0974  8.71094e-14  1.87192e-15      2234.01      48.0071
       5986.1980  9.03535e-14  1.90346e-15      2318.21      48.8372
       5987.2986  8.95347e-14  1.89376e-15      2298.20      48.6095
       5988.3992  8.68735e-14  1.86608e-15      2230.86      47.9198
       5989.4998  8.75877e-14  1.87792e-15      2250.18      48.2450
       5990.6004  8.82627e-14  1.88423e-15      2268.51      48.4281
       5991.7010  8.91688e-14  1.89546e-15      2293.04      48.7430
       5992.8016  8.90543e-14  1.89551e-15      2291.48      48.7737
       5993.9022  8.78416e-14  1.87458e-15      2261.72      48.2661
       5995.0028  8.92065e-14  1.88228e-15      2298.72      48.5035
       5996.1034  8.79068e-14  1.87219e-15      2267.27      48.2869
       5997.2040  8.46218e-14  1.84183e-15      2184.64      47.5497
       5998.3046  8.38611e-14  1.82786e-15      2167.09      47.2344
       5999.4052  8.53817e-14  1.84151e-15      2209.14      47.6469
       6000.5058  8.47203e-14  1.83266e-15      2194.78      47.4774
       6001.6064  8.11304e-14  1.79541e-15      2104.93      46.5820
       6002.7070  7.98313e-14  1.78226e-15      2074.36      46.3106
       6003.8076  7.98256e-14  1.77782e-15      2077.36      46.2655
       6004.9082  7.97089e-14  1.77662e-15      2077.52      46.3055
       6006.0088  7.50020e-14  1.72701e-15      1957.85      45.0819
       6007.1094  7.20789e-14  1.69536e-15      1884.51      44.3254
       6008.2100  7.06040e-14  1.68178e-15      1848.86      44.0397
       6009.3106  6.92613e-14  1.65565e-15      1816.59      43.4246
       6010.4112  6.70039e-14  1.62396e-15      1760.21      42.6619
       6011.5118  6.34657e-14  1.58563e-15      1669.95      41.7219
       6012.6124  6.49284e-14  1.60604e-15      1711.19      42.3271
       6013.7130  6.44441e-14  1.59224e-15      1701.31      42.0347
       6014.8136  6.49830e-14  1.59283e-15      1718.27      42.1174
       6015.9142  6.32583e-14  1.57446e-15      1675.23      41.6953
       6017.0148  6.16197e-14  1.55424e-15      1634.31      41.2226
       6018.1154  6.22118e-14  1.55528e-15      1652.25      41.3059
       6019.2160  6.21714e-14  1.55405e-15      1653.26      41.3254
       6020.3166  6.21467e-14  1.55716e-15      1654.60      41.4582
       6021.4172  6.14340e-14  1.55326e-15      1637.64      41.4050
       6022.5178  6.15244e-14  1.55635e-15      1641.60      41.5268
       6023.6184  6.16547e-14  1.55512e-15      1646.72      41.5354
       6024.7190  6.01496e-14  1.53417e-15      1608.01      41.0138
       6025.8196  5.98125e-14  1.52569e-15      1600.51      40.8257
       6026.9202  6.09134e-14  1.53494e-15      1631.75      41.1179
       6028.0208  6.12337e-14  1.54315e-15      1642.13      41.3833
       6029.1214  6.01973e-14  1.53364e-15      1616.19      41.1755
       6030.2220  5.90115e-14  1.51851e-15      1586.12      40.8146
       6031.3226  5.79523e-14  1.51311e-15      1559.37      40.7146
       6032.4231  5.92268e-14  1.52796e-15      1595.44      41.1597
       6033.5237  5.88359e-14  1.52151e-15      1586.68      41.0319
       6034.6243  5.88401e-14  1.51256e-15      1588.73      40.8402
       6035.7249  5.89795e-14  1.51410e-15      1594.54      40.9345
       6036.8255  5.96164e-14  1.51771e-15      1613.69      41.0813
       6037.9261  5.98079e-14  1.51220e-15      1620.82      40.9813
       6039.0267  5.85004e-14  1.49710e-15      1587.29      40.6206
       6040.1273  5.88876e-14  1.50790e-15      1599.67      40.9618
       6041.2279  5.86155e-14  1.50561e-15      1594.18      40.9483
       6042.3285  5.81642e-14  1.49718e-15      1583.85      40.7692
       6043.4291  5.93353e-14  1.51547e-15      1617.79      41.3196
       6044.5297  6.12540e-14  1.53946e-15      1672.17      42.0257
       6045.6303  6.01043e-14  1.52047e-15      1642.82      41.5586
       6046.7309  5.96944e-14  1.51349e-15      1633.54      41.4169
       6047.8315  6.29095e-14  1.54817e-15      1723.25      42.4082
       6048.9321  6.59333e-14  1.58095e-15      1808.24      43.3580
       6050.0327  6.55265e-14  1.57707e-15      1798.97      43.2970
       6051.1333  6.42509e-14  1.56135e-15      1765.94      42.9138
       6052.2339  6.24576e-14  1.53699e-15      1718.51      42.2901
       6053.3345  6.23579e-14  1.53559e-15      1717.67      42.2983
       6054.4351  6.44076e-14  1.56568e-15      1776.40      43.1823
       6055.5357  6.55543e-14  1.57458e-15      1810.77      43.4940
       6056.6363  6.74026e-14  1.58691e-15      1864.80      43.9044
       6057.7369  6.77528e-14  1.59190e-15      1877.54      44.1140
       6058.8375  6.68244e-14  1.58407e-15      1854.70      43.9655
       6059.9381  6.53657e-14  1.56447e-15      1817.03      43.4889
       6061.0387  6.46617e-14  1.56422e-15      1800.25      43.5496
       6062.1393  6.56867e-14  1.57678e-15      1831.63      43.9673
