# N Sco 2012
# 2012-06-23T 1:32:19.5
# 
#     Wavelength       Flux    Uncertainty       Counts  Uncertainty
# 
       6007.0349  2.30041e-13  1.96414e-15      13846.0      118.220
       6008.1355  2.25876e-13  1.94393e-15      13607.1      117.105
       6009.2361  2.24431e-13  1.93703e-15      13531.8      116.791
       6010.3367  2.21564e-13  1.92547e-15      13374.2      116.226
       6011.4374  2.21229e-13  1.92290e-15      13371.4      116.223
       6012.5380  2.23854e-13  1.93210e-15      13547.0      116.925
       6013.6386  2.25541e-13  1.93821e-15      13666.4      117.444
       6014.7392  2.28092e-13  1.94850e-15      13839.1      118.222
       6015.8399  2.27478e-13  1.94332e-15      13821.7      118.077
       6016.9405  2.26466e-13  1.93851e-15      13778.5      117.942
       6018.0411  2.24197e-13  1.92757e-15      13656.8      117.417
       6019.1417  2.23115e-13  1.92192e-15      13607.3      117.213
       6020.2424  2.19985e-13  1.90791e-15      13432.9      116.502
       6021.3430  2.20031e-13  1.90719e-15      13452.5      116.604
       6022.4436  2.20692e-13  1.90981e-15      13509.9      116.911
       6023.5442  2.18292e-13  1.89853e-15      13380.4      116.373
       6024.6449  2.16253e-13  1.88706e-15      13272.7      115.820
       6025.7455  2.16612e-13  1.88648e-15      13311.7      115.932
       6026.8461  2.15109e-13  1.87941e-15      13236.2      115.645
       6027.9467  2.14490e-13  1.87575e-15      13214.8      115.566
       6029.0474  2.13862e-13  1.87206e-15      13193.1      115.487
       6030.1480  2.14024e-13  1.87270e-15      13220.1      115.675
       6031.2486  2.15967e-13  1.87942e-15      13358.1      116.247
       6032.3492  2.13254e-13  1.86468e-15      13209.3      115.501
       6033.4499  2.12333e-13  1.85937e-15      13167.0      115.302
       6034.5505  2.13600e-13  1.86435e-15      13259.1      115.728
       6035.6511  2.12845e-13  1.86047e-15      13227.2      115.619
       6036.7517  2.11672e-13  1.85481e-15      13169.6      115.401
       6037.8524  2.11931e-13  1.85495e-15      13200.4      115.538
